,90601,643827,9290501,18102136,22242666,36175226,36175307,37090236,37512307,44311302,44360897,46308832,47532330,49636748,50414124,50952050,52729166,57690689,58555820,59105955,59477024,64533566,65575147,67942164,69951508,77657479,78543018,81118042,84066939,85219118,90572207,94074277,97936953,98415070,100009716,100972862,109807341,110510764,132077835,132094466,134292524,136835077,138147021,138851931,140420515,143312600,144520879,144532083,149558610,151546590,152037974,152601985,153502301,158109081,164172344,165487341,169387028,169534929,176899577,177123098,177457298,179529849,198935499,215150187,221094530,227193867,237944813,239054561,322722122,323263866,358967649,362113639,373044930,374868070,437868534
90601,,0.0,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643827,0.0,,0.1,0.25,0.23809523809523808,0.0,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.0,0.18518518518518517,0.08333333333333333,0.0,0.16666666666666666,0.0,0.05263157894736842,0.06666666666666667,0.05555555555555555,0.14814814814814814,0.0,0.0,0.07692307692307693,0.0,0.18518518518518517,0.07142857142857142,0.1,0.0,0.14285714285714285,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.35294117647058826,0.2,0.29411764705882354,0.3,0.11428571428571428,0.13333333333333333,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.2631578947368421,0.125,0.0,0.17647058823529413,0.19230769230769232,0.0,0.3076923076923077,0.2777777777777778,0.1111111111111111,0.1875,0.25,0.10526315789473684,0.09523809523809523,0.0,0.0,0.0,0.16,0.22727272727272727,0.08333333333333333,0.0,0.14705882352941177,0.07692307692307693,0.25
9290501,0.3333333333333333,0.1,,0.25,0.10526315789473684,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.08,0.030303030303030304,0.0,0.05714285714285714,0.0,0.07142857142857142,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.08,0.1111111111111111,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.058823529411764705,0.08333333333333333,0.13333333333333333,0.05,0.030303030303030304,0.09090909090909091,0.0,0.0,0.0,0.0,0.1,0.0,0.05555555555555555,0.0,0.0,0.0,0.04,0.0,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.07692307692307693,0.1111111111111111,0.06666666666666667,0.058823529411764705,0.0,0.0,0.0,0.043478260869565216,0.047619047619047616,0.0,0.0,0.030303030303030304,0.125,0.0
18102136,0.0,0.25,0.25,,0.05263157894736842,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.03125,0.0,0.02857142857142857,0.0,0.07692307692307693,0.1111111111111111,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.04,0.125,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0625,0.09090909090909091,0.06666666666666667,0.05263157894736842,0.03125,0.1,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.058823529411764705,0.0,0.0,0.0,0.041666666666666664,0.0,0.1,0.0625,0.07692307692307693,0.08333333333333333,0.125,0.07142857142857142,0.0625,0.0,0.0,0.0,0.045454545454545456,0.05,0.0,0.0,0.03125,0.14285714285714285,0.0
22242666,0.05555555555555555,0.23809523809523808,0.10526315789473684,0.05263157894736842,,0.0,0.3125,0.0,0.0,0.375,0.0,0.05263157894736842,0.3125,0.16666666666666666,0.0,0.2682926829268293,0.0,0.1111111111111111,0.13043478260869565,0.16,0.28125,0.0,0.0,0.043478260869565216,0.0,0.4482758620689655,0.13636363636363635,0.10526315789473684,0.0,0.36,0.41935483870967744,0.0,0.0,0.0,0.0,0.02564102564102564,0.11363636363636363,0.0,0.1,0.027777777777777776,0.5,0.3333333333333333,0.391304347826087,0.2857142857142857,0.3611111111111111,0.125,0.02857142857142857,0.02857142857142857,0.0,0.2631578947368421,0.18181818181818182,0.02857142857142857,0.5454545454545454,0.2727272727272727,0.03225806451612903,0.30434782608695654,0.28125,0.0,0.2857142857142857,0.375,0.1111111111111111,0.38095238095238093,0.3157894736842105,0.14814814814814814,0.17857142857142858,0.0,0.0,0.030303030303030304,0.3,0.27586206896551724,0.21052631578947367,0.0,0.4,0.09090909090909091,0.05263157894736842
36175226,0.0,0.0,0.0,0.0,0.0,,0.04878048780487805,0.65,0.0,0.0,0.0,0.0,0.04878048780487805,0.28205128205128205,0.7727272727272727,0.0392156862745098,0.5909090909090909,0.06896551724137931,0.0,0.034482758620689655,0.05,0.5,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.022727272727272728,0.36363636363636365,0.7142857142857143,0.65,0.55,0.782608695652174,0.3888888888888889,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.05714285714285714,0.19047619047619047,0.07692307692307693,0.6818181818181818,0.7619047619047619,0.25,0.0,0.0,0.6086956521739131,0.0,0.0,0.5714285714285714,0.0,0.05,0.8,0.0,0.0,0.06896551724137931,0.0,0.0,0.06666666666666667,0.0625,0.0,0.0,0.5909090909090909,0.05263157894736842,0.05555555555555555,0.0,0.10526315789473684,0.041666666666666664,0.0,0.0
36175307,0.0,0.14285714285714285,0.038461538461538464,0.04,0.3125,0.04878048780487805,,0.02702702702702703,0.04,0.18181818181818182,0.0,0.04,0.5,0.41025641025641024,0.047619047619047616,0.5675675675675675,0.0,0.44,0.28,0.20689655172413793,0.5666666666666667,0.029411764705882353,0.047619047619047616,0.034482758620689655,0.0,0.2631578947368421,0.24,0.08,0.0625,0.25,0.42857142857142855,0.06060606060606061,0.05128205128205128,0.05555555555555555,0.02857142857142857,0.06976744186046512,0.34146341463414637,0.0,0.037037037037037035,0.075,0.25806451612903225,0.21428571428571427,0.3103448275862069,0.4482758620689655,0.34146341463414637,0.32,0.05,0.07692307692307693,0.0,0.15384615384615385,0.14285714285714285,0.05,0.25,0.21428571428571427,0.05555555555555555,0.125,0.5666666666666667,0.025,0.2222222222222222,0.5,0.44,0.20689655172413793,0.14814814814814814,0.48,0.56,0.0,0.0,0.05263157894736842,0.6071428571428571,0.5925925925925926,0.11538461538461539,0.04,0.4864864864864865,0.15384615384615385,0.04
37090236,0.0,0.0,0.0,0.0,0.0,0.65,0.02702702702702703,,0.0,0.0,0.0,0.0,0.02702702702702703,0.21621621621621623,0.5454545454545454,0.02127659574468085,0.5789473684210527,0.04,0.0,0.041666666666666664,0.027777777777777776,0.47058823529411764,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.02564102564102564,0.3157894736842105,0.631578947368421,0.75,0.5294117647058824,0.5652173913043478,0.36363636363636365,0.0,0.0,0.5,0.0,0.0,0.0,0.03225806451612903,0.21621621621621623,0.045454545454545456,0.5238095238095238,0.6,0.3333333333333333,0.0,0.0,0.45454545454545453,0.0,0.0,0.5555555555555556,0.0,0.027777777777777776,0.631578947368421,0.0,0.0,0.04,0.0,0.0,0.038461538461538464,0.03571428571428571,0.0,0.0,0.5789473684210527,0.029411764705882353,0.03125,0.0,0.06666666666666667,0.022727272727272728,0.0,0.0
37512307,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0
